Slice,Area,Count,Counter,Max,Mean,Min,Unnamed: 0,X,Y
536,0,520,0,130,130,130,2679,308.0,278.66700000000003
537,0,520,0,129,129,129,2684,308.0,276.66700000000003
538,0,835,0,137,137,137,2689,308.66700000000003,273.33299999999997
539,0,835,0,107,107,107,2694,316.66700000000003,271.33299999999997
540,0,835,0,119,119,119,2699,321.33299999999997,268.0
541,0,835,0,133,133,133,2704,321.33299999999997,266.66700000000003
542,0,835,0,133,133,133,2709,320.66700000000003,268.0
543,0,835,0,122,122,122,2714,324.66700000000003,264.0
544,0,835,0,141,141,141,2719,323.33299999999997,262.66700000000003
545,0,835,0,145,145,145,2724,321.33299999999997,262.66700000000003
546,0,835,0,126,126,126,2729,322.66700000000003,263.33299999999997
547,0,835,0,122,122,122,2734,318.66700000000003,264.0
548,0,835,0,110,110,110,2739,319.33299999999997,264.0
549,0,835,0,119,119,119,2744,318.66700000000003,264.0
550,0,835,0,145,145,145,2749,312.0,264.66700000000003
551,0,835,0,99,99,99,2754,312.0,269.33299999999997
552,0,835,0,136,136,136,2759,307.33299999999997,270.66700000000003
553,0,835,0,127,127,127,2764,308.0,270.66700000000003
554,0,835,0,125,125,125,2769,306.66700000000003,272.0
555,0,835,0,131,131,131,2774,304.0,272.0
556,0,835,0,117,117,117,2779,302.66700000000003,276.66700000000003
557,0,835,0,133,133,133,2784,301.33299999999997,277.33299999999997
558,0,835,0,137,137,137,2789,302.0,276.66700000000003
559,0,835,0,133,133,133,2794,298.0,296.66700000000003
560,0,835,0,138,138,138,2799,296.66700000000003,297.33299999999997
561,0,835,0,100,100,100,2804,299.33299999999997,298.0
562,0,835,0,121,121,121,2809,298.66700000000003,297.33299999999997
563,0,835,0,120,120,120,2814,297.33299999999997,298.66700000000003
564,0,835,0,133,133,133,2819,297.33299999999997,296.66700000000003
565,0,835,0,139,139,139,2824,290.66700000000003,298.66700000000003
566,0,835,0,110,110,110,2829,294.0,302.66700000000003
567,0,835,0,133,133,133,2834,292.0,303.33299999999997
568,0,835,0,140,140,140,2839,291.33299999999997,304.66700000000003
569,0,835,0,118,118,118,2844,292.0,305.33299999999997
570,0,835,0,132,132,132,2849,293.33299999999997,302.0
571,0,835,0,140,140,140,2854,291.33299999999997,303.33299999999997
572,0,835,0,141,141,141,2859,294.66700000000003,306.66700000000003
573,0,835,0,123,123,123,2864,296.0,312.66700000000003
574,0,835,0,119,119,119,2869,296.0,313.33299999999997
575,0,835,0,116,116,116,2874,324.0,337.333
576,0,835,0,100,100,100,2879,325.33299999999997,347.333
577,0,835,0,104,104,104,2884,317.33299999999997,368.667
578,0,835,0,102,102,102,2889,318.66700000000003,368.667
579,0,835,0,98,98,98,2894,312.66700000000003,372.667
580,0,835,0,80,80,80,2899,216.667,328.667
581,0,835,0,68,68,68,2904,236.0,469.333
582,0,835,0,88,88,88,2909,330.667,448.667
583,0,835,0,98,98,98,2914,32.0,422.667
584,0,835,0,106,106,106,2919,87.333,409.333
585,0,835,0,119,119,119,2924,92.0,182.667
586,0,835,0,131,131,131,2929,65.333,126.0
587,0,835,0,114,114,114,2934,126.667,302.0
588,0,835,0,127,127,127,2939,33.333,264.0
589,0,835,0,111,111,111,2944,70.0,210.667
590,0,835,0,122,122,122,2949,63.333,60.0
591,0,835,0,90,90,90,2954,0.667,300.0
592,0,835,0,119,119,119,2959,119.333,432.0
593,0,835,0,88,88,88,2964,72.667,407.333
594,0,835,0,112,112,112,2969,50.0,306.0
595,0,835,0,86,86,86,2974,75.333,217.0
596,0,835,0,134,134,134,2979,60.667,212.333
597,0,835,0,98,98,98,2984,85.333,50.333
598,0,835,0,111,111,111,2989,30.666999999999998,196.667
599,0,835,0,132,132,132,2994,26.0,202.0
600,0,835,0,106,106,106,2999,201.333,452.667
601,0,1835,0,35,35,35,3004,373.0,426.0
602,0,1835,0,68,68,68,3009,339.0,445.0
603,0,1835,0,155,155,155,3014,116.0,160.0
604,0,1835,0,135,135,135,3019,114.5,158.5
605,0,1835,0,139,139,139,3024,117.0,161.0
606,0,1835,0,149,149,149,3029,126.5,150.0
607,0,1835,0,110,110,110,3034,110.0,102.0
608,0,1835,0,98,98,98,3039,183.0,185.0
609,0,1835,0,109,109,109,3044,180.0,260.0
610,0,1835,0,78,78,78,3049,107.333,441.333
611,0,1835,0,141,141,141,3054,117.333,250.0
612,0,1835,0,109,109,109,3059,182.667,428.0
613,0,1835,0,101,101,101,3064,125.333,246.667
614,0,1835,0,129,129,129,3069,34.667,222.667
615,0,1835,0,127,127,127,3074,86.0,217.333
616,0,1835,0,83,83,83,3079,72.0,277.33299999999997
617,0,1835,0,104,104,104,3084,67.333,267.33299999999997
618,0,1835,0,126,126,126,3089,136.667,172.0
619,0,1835,0,117,117,117,3094,184.0,150.0
620,0,1835,0,119,119,119,3099,188.0,146.0
621,0,1835,0,139,139,139,3104,204.0,131.333
622,0,1835,0,94,94,94,3109,68.0,410.667
623,0,1835,0,90,90,90,3114,81.0,351.0
624,0,1835,0,100,100,100,3119,107.333,308.0
625,0,1835,0,110,110,110,3124,107.333,166.0
626,0,1835,0,127,127,127,3129,62.0,213.333
627,0,1835,0,147,147,147,3134,192.667,133.333
628,0,1835,0,30,30,30,3139,398.0,442.0
629,0,1835,0,64,64,64,3144,336.667,449.333
630,0,1835,0,99,99,99,3149,124.667,374.0
631,0,1835,0,112,112,112,3154,45.333,426.0
632,0,1835,0,118,118,118,3159,120.667,348.0
633,0,1835,0,119,119,119,3164,102.0,269.33299999999997
634,0,1835,0,133,133,133,3169,172.667,180.0
635,0,1835,0,147,147,147,3174,44.0,208.667
636,0,1835,0,97,97,97,3179,142.0,393.333
637,0,1835,0,113,113,113,3184,155.333,398.0
638,0,1835,0,103,103,103,3189,158.667,401.333
639,0,1835,0,115,115,115,3194,160.0,400.667
640,0,1835,0,119,119,119,3199,164.667,401.333
641,0,1835,0,108,108,108,3204,164.667,399.333
642,0,1835,0,117,117,117,3209,172.0,398.0
643,0,1835,0,115,115,115,3214,90.5,435.5
644,0,1835,0,88,88,88,3219,54.0,350.0
645,0,1835,0,141,141,141,3224,229.0,93.5
646,0,1835,0,126,126,126,3229,228.5,93.5
647,0,1835,0,152,152,152,3234,232.5,98.5
648,0,1835,0,152,152,152,3239,234.5,102.5
649,0,1835,0,125,125,125,3244,234.5,108.0
650,0,1835,0,146,146,146,3249,205.0,97.0
651,0,1835,0,131,131,131,3254,207.5,94.5
652,0,1835,0,140,140,140,3259,219.0,97.0
653,0,1835,0,124,124,124,3264,218.0,96.5
654,0,1835,0,130,130,130,3269,226.5,97.0
655,0,1835,0,133,133,133,3274,228.0,98.5
656,0,1835,0,145,145,145,3279,230.5,98.5
657,0,1835,0,140,140,140,3284,232.0,96.5
658,0,1835,0,145,145,145,3289,231.0,99.0
659,0,1835,0,152,152,152,3294,233.0,99.5
660,0,1835,0,142,142,142,3299,234.0,99.5
661,0,1835,0,139,139,139,3304,232.5,102.5
662,0,1835,0,142,142,142,3309,244.0,104.5
663,0,1835,0,106,106,106,3314,262.0,98.5
664,0,1835,0,83,83,83,3319,261.5,98.5
665,0,1835,0,85,85,85,3324,261.5,99.5
666,0,1835,0,52,52,52,3329,220.5,86.5
667,0,1835,0,122,122,122,3334,181.0,89.0
668,0,1835,0,119,119,119,3339,122.667,411.0
669,0,1835,0,84,84,84,3344,91.333,314.33299999999997
670,0,1835,0,92,92,92,3349,180.667,405.0
671,0,1835,0,34,34,34,3354,176.667,368.333
672,0,1835,0,76,76,76,3359,209.333,390.333
673,0,1835,0,54,54,54,3364,190.0,389.0
674,0,1835,0,65,65,65,3369,204.667,339.667
675,0,1835,0,69,69,69,3374,132.0,341.667
676,0,1835,0,35,35,35,3379,129.333,340.333
677,0,1835,0,91,91,91,3384,109.333,392.333
678,0,1835,0,77,77,77,3389,108.667,397.667
679,0,1835,0,114,114,114,3394,100.667,400.333
680,0,1835,0,104,104,104,3399,97.333,398.333
681,0,1835,0,111,111,111,3404,96.0,400.333
682,0,1835,0,102,102,102,3409,96.0,396.333
683,0,1835,0,106,106,106,3414,96.667,399.0
684,0,1835,0,119,119,119,3419,90.667,398.333
685,0,1835,0,92,92,92,3424,80.0,390.333
686,0,1835,0,89,89,89,3429,78.0,385.667
687,0,1835,0,125,125,125,3434,78.0,387.0
688,0,1835,0,62,62,62,3439,75.333,375.667
689,0,1835,0,76,76,76,3444,74.667,369.667
690,0,1835,0,94,94,94,3449,76.0,357.667
691,0,1835,0,117,117,117,3454,82.0,353.0
692,0,1835,0,100,100,100,3459,86.0,347.0
693,0,1835,0,103,103,103,3464,86.667,347.0
694,0,1835,0,78,78,78,3469,85.333,342.333
695,0,1835,0,96,96,96,3474,88.0,324.66700000000003
696,0,1835,0,93,93,93,3479,88.0,295.33299999999997
697,0,1835,0,132,132,132,3484,80.0,292.0
698,0,1835,0,120,120,120,3489,157.333,182.667
699,0,1835,0,92,92,92,3494,109.333,175.333
700,0,1835,0,85,85,85,3499,107.333,177.333
701,0,1835,0,149,149,149,3504,100.667,188.0
702,0,1835,0,122,122,122,3509,90.0,192.667
703,0,1835,0,106,106,106,3514,82.0,203.333
704,0,1835,0,97,97,97,3519,83.333,206.667
705,0,1835,0,92,92,92,3524,100.667,232.0
706,0,1835,0,118,118,118,3529,97.333,245.333
707,0,1835,0,98,98,98,3534,100.0,242.0
708,0,1835,0,113,113,113,3539,191.333,73.333
709,0,1835,0,50,50,50,3544,196.667,123.333
710,0,1835,0,113,113,113,3549,187.333,119.333
711,0,1835,0,126,126,126,3554,185.333,116.667
712,0,1835,0,69,69,69,3559,180.667,122.667
713,0,1835,0,159,159,159,3564,185.333,110.0
714,0,1835,0,83,83,83,3569,199.333,108.0
715,0,1835,0,120,120,120,3574,178.0,106.667
716,0,1835,0,148,148,148,3579,180.667,142.0
717,0,1835,0,138,138,138,3584,177.333,162.0
718,0,1835,0,129,129,129,3589,177.333,162.0
719,0,1835,0,112,112,112,3594,176.667,164.0
720,0,1835,0,102,102,102,3599,172.0,166.0
721,0,1835,0,109,109,109,3604,150.0,191.333
722,0,1835,0,49,49,49,3609,216.0,60.667
723,0,1835,0,111,111,111,3614,168.667,69.333
724,0,1835,0,150,150,150,3619,171.333,60.0
725,0,1835,0,107,107,107,3624,166.667,60.667
726,0,1835,0,141,141,141,3629,170.667,61.333
727,0,1835,0,91,91,91,3634,168.0,61.333
728,0,1835,0,125,125,125,3639,171.0,62.0
729,0,1835,0,115,115,115,3644,170.0,62.667
730,0,1835,0,112,112,112,3649,170.0,62.0
731,0,1835,0,132,132,132,3654,170.667,63.333
732,0,1835,0,105,105,105,3659,170.0,62.667
733,0,1835,0,141,141,141,3664,172.0,64.0
734,0,1835,0,132,132,132,3669,170.0,64.0
735,0,1835,0,138,138,138,3674,174.0,64.0
736,0,1835,0,138,138,138,3679,174.667,64.667
737,0,1835,0,124,124,124,3684,171.333,64.0
738,0,1835,0,120,120,120,3689,171.333,64.667
739,0,1835,0,142,142,142,3694,171.333,65.333
740,0,1835,0,119,119,119,3699,172.0,64.667
741,0,1835,0,107,107,107,3704,171.333,64.0
742,0,1835,0,100,100,100,3709,174.667,72.0
743,0,1835,0,89,89,89,3714,170.0,74.0
744,0,1835,0,114,114,114,3719,174.0,56.667
745,0,1835,0,142,142,142,3724,168.0,58.0
746,0,1835,0,150,150,150,3729,170.0,59.333
747,0,1835,0,116,116,116,3734,173.333,58.667
748,0,1835,0,165,165,165,3739,174.667,60.0
749,0,1835,0,96,96,96,3744,170.0,58.667
750,0,1835,0,112,112,112,3749,170.667,59.333
751,0,1835,0,153,153,153,3754,176.0,60.0
752,0,1835,0,119,119,119,3759,176.667,58.0
753,0,1835,0,143,143,143,3764,174.667,60.667
754,0,1835,0,162,162,162,3769,169.333,63.333
755,0,1835,0,165,165,165,3774,175.333,61.333
756,0,1835,0,111,111,111,3779,176.0,58.667
757,0,1835,0,158,158,158,3784,178.0,61.333
758,0,1835,0,160,160,160,3789,175.333,62.0
759,0,1835,0,88,88,88,3794,179.333,68.667
760,0,1835,0,127,127,127,3799,182.0,55.333
761,0,1835,0,64,64,64,3804,180.0,57.333
762,0,1835,0,146,146,146,3809,182.667,58.0
763,0,1835,0,131,131,131,3814,203.333,52.0
764,0,1835,0,80,80,80,3819,189.333,49.333
765,0,1835,0,110,110,110,3824,196.0,59.333
766,0,1835,0,91,91,91,3829,196.667,92.667
767,0,1835,0,74,74,74,3834,211.333,128.667
768,0,1835,0,114,114,114,3839,176.5,155.0
769,0,1835,0,105,105,105,3844,196.5,115.0
770,0,1835,0,81,81,81,3849,223.0,70.5
771,0,1835,0,91,91,91,3854,224.0,50.5
772,0,1835,0,116,116,116,3859,215.5,51.0
773,0,1835,0,112,112,112,3864,197.0,57.5
774,0,1835,0,51,51,51,3869,189.0,58.5
775,0,1835,0,100,100,100,3874,223.5,54.5
776,0,1835,0,89,89,89,3879,178.5,59.0
777,0,1835,0,122,122,122,3884,162.0,60.0
778,0,1835,0,140,140,140,3889,207.0,57.5
779,0,1835,0,77,77,77,3894,235.5,52.5
780,0,1835,0,110,110,110,3899,196.0,48.5
781,0,1835,0,91,91,91,3904,42.5,179.0
782,0,1835,0,141,141,141,3909,220.5,60.0
783,0,1835,0,100,100,100,3914,183.5,50.0
784,0,1835,0,100,100,100,3919,187.0,58.0
785,0,1835,0,147,147,147,3924,160.0,67.0
786,0,1835,0,136,136,136,3929,157.5,56.5
787,0,1835,0,137,137,137,3934,160.5,54.5
788,0,1835,0,160,160,160,3939,163.5,60.5
789,0,1835,0,149,149,149,3944,163.0,61.0
790,0,1835,0,116,116,116,3949,160.0,64.5
791,0,1835,0,126,126,126,3954,161.0,69.0
792,0,1835,0,120,120,120,3959,162.5,70.5
793,0,1835,0,147,147,147,3964,174.0,74.0
794,0,1835,0,132,132,132,3969,172.5,74.0
795,0,1835,0,128,128,128,3974,127.5,57.5
796,0,1835,0,132,132,132,3979,126.5,57.5
797,0,1835,0,142,142,142,3984,112.0,53.5
798,0,1835,0,99,99,99,3989,110.0,54.5
799,0,1835,0,42,42,42,3994,101.0,46.5
800,0,1835,0,106,106,106,3999,74.5,30.0
