,Area,Mean,Min,Max,X,Y,Slice,Counter,Count
642,0,130,130,130,55.5,442,129,0,645
643,0,29,29,29,75,377.5,129,0,645
644,0,132,132,132,69,303,129,0,645
645,0,107,107,107,85,442,129,0,645
646,0,79,79,79,30.5,439.5,130,0,1005
647,0,66,66,66,37.5,418,130,0,1005
648,0,36,36,36,80,377,130,0,1005
649,0,130,130,130,154.5,395.5,130,0,1005
650,0,76,76,76,52.5,428.5,130,0,1005
651,0,90,90,90,344.667,228.667,131,0,1005
652,0,69,69,69,340.667,208.667,131,0,1005
653,0,14,14,14,343.333,175.333,131,0,1005
654,0,114,114,114,277.333,254,131,0,1005
655,0,84,84,84,365.333,215.333,131,0,1005
656,0,100,100,100,247.333,245.333,132,0,1005
657,0,81,81,81,282,238.5,132,0,1005
658,0,20,20,20,322,256.5,132,0,1005
659,0,90,90,90,342,169.5,132,0,1005
660,0,80,80,80,273.5,263,132,0,1005
661,0,102,102,102,38,123.5,133,0,1005
662,0,54,54,54,69,140,133,0,1005
663,0,9,9,9,106.5,184,133,0,1005
664,0,113,113,113,208.5,215,133,0,1005
665,0,82,82,82,52,159,133,0,1005
666,0,94,94,94,33,116,134,0,1005
667,0,101,101,101,65,121.5,134,0,1005
668,0,17,17,17,93.5,169,134,0,1005
669,0,128,128,128,170,220,134,0,1005
670,0,65,65,65,49,145.5,134,0,1005
671,0,116,116,116,76,457.5,135,0,1005
672,0,102,102,102,106,436.5,135,0,1005
673,0,28,28,28,172,442.667,135,0,1005
674,0,95,95,95,269.333,428,135,0,1005
675,0,129,129,129,109.333,462,135,0,1005
676,0,168,168,168,4,4,136,0,1005
677,0,164,164,164,12,4,136,0,1005
678,0,20,20,20,97,278,136,0,1005
679,0,65,65,65,92,342,136,0,1005
680,0,155,155,155,1,13,136,0,1005
681,0,148,148,148,282,346,137,0,1005
682,0,93,93,93,256,316,137,0,1005
683,0,17,17,17,251.667,264.667,137,0,1005
684,0,86,86,86,195,183.333,137,0,1005
685,0,93,93,93,282.333,307.333,137,0,1005
686,0,123,123,123,229,354,138,0,1005
687,0,87,87,87,233,320.667,138,0,1005
688,0,17,17,17,253.667,269.333,138,0,1005
689,0,103,103,103,220.333,191.333,138,0,1005
690,0,124,124,124,259,334.667,138,0,1005
691,0,122,122,122,82.333,320,139,0,1005
692,0,120,120,120,115.667,300.667,139,0,1005
693,0,27,27,27,167,304.667,139,0,1005
694,0,107,107,107,228.333,273.333,139,0,1005
695,0,75,75,75,111,328.667,139,0,1005
696,0,75,75,75,122.333,314.667,140,0,1005
697,0,39,39,39,117,283.333,140,0,1005
698,0,4,4,4,122.333,226,140,0,1005
699,0,79,79,79,111,133.333,140,0,1005
700,0,77,77,77,145.667,282.667,140,0,1005
701,0,64,64,64,88,475.333,141,0,1005
702,0,60,60,60,90.667,440,141,0,1005
703,0,3,3,3,112.667,399.333,141,0,1005
704,0,96,96,96,109.333,292,141,0,1005
705,0,94,94,94,115.333,452,141,0,1005
706,0,107,107,107,477,446,142,0,1005
707,0,105,105,105,448,451,142,0,1005
708,0,9,9,9,408,424,142,0,1005
709,0,119,119,119,394,385,142,0,1005
710,0,54,54,54,460,420,142,0,1005
711,0,92,92,92,67.333,279.667,143,0,1005
712,0,58,58,58,75.333,251,143,0,1005
713,0,12,12,12,116.667,231,143,0,1005
714,0,91,91,91,187.333,234.333,143,0,1005
715,0,72,72,72,96.667,265.667,143,0,1005
716,0,95,95,95,58.667,483.333,144,0,1005
717,0,50,50,50,78.667,453.333,144,0,1005
718,0,7,7,7,141.333,430,144,0,1005
719,0,123,123,123,218.667,425.333,144,0,1005
720,0,44,44,44,97.333,472.667,144,0,1005
721,0,77,77,77,58,485.333,145,0,1005
722,0,43,43,43,80,454,145,0,1005
723,0,20,20,20,145.333,441.333,145,0,1005
724,0,104,104,104,218.667,424.667,145,0,1005
725,0,69,69,69,93.333,478.667,145,0,1005
726,0,86,86,86,61.333,486.667,146,0,1005
727,0,48,48,48,70.667,452,146,0,1005
728,0,12,12,12,130.667,428,146,0,1005
729,0,99,99,99,195.333,411.333,146,0,1005
730,0,65,65,65,92,467.333,146,0,1005
731,0,79,79,79,90,399.333,147,0,1005
732,0,49,49,49,79.333,367.333,147,0,1005
733,0,20,20,20,93.333,302.667,147,0,1005
734,0,88,88,88,126,212.667,147,0,1005
735,0,86,86,86,106,364,147,0,1005
736,0,103,103,103,115.333,440.667,148,0,1005
737,0,82,82,82,90,424.667,148,0,1005
738,0,3,3,3,85.333,374,148,0,1005
739,0,106,106,106,101.333,257.333,148,0,1005
740,0,95,95,95,110.667,404,148,0,1005
741,0,79,79,79,110.667,483.333,149,0,1005
742,0,106,106,106,84.667,462,149,0,1005
743,0,3,3,3,80,407.333,149,0,1005
744,0,129,129,129,90.667,308.667,149,0,1005
745,0,80,80,80,110.667,448.667,149,0,1005
746,0,150,150,150,472,478.667,150,0,1005
747,0,140,140,140,435.333,476,150,0,1005
748,0,8,8,8,395.333,451.333,150,0,1005
749,0,130,130,130,296,452.667,150,0,1005
750,0,46,46,46,448,452.667,150,0,1005
751,0,96,96,96,74.667,476.667,151,0,1005
752,0,37,37,37,96,451.333,151,0,1005
753,0,22,22,22,150.667,447.333,151,0,1005
754,0,131,131,131,259.333,446,151,0,1005
755,0,86,86,86,107.333,472,151,0,1005
756,0,126,126,126,464,484.667,152,0,1005
757,0,54,54,54,454,449.333,152,0,1005
758,0,8,8,8,470,403.333,152,0,1005
759,0,98,98,98,470.667,298,152,0,1005
760,0,91,91,91,478,452,152,0,1005
761,0,114,114,114,252,469.333,153,0,1005
762,0,54,54,54,219.333,462.667,153,0,1005
763,0,8,8,8,173,420,153,0,1005
764,0,69,69,69,146,343,153,0,1005
765,0,113,113,113,239,441,153,0,1005
766,0,116,116,116,142.667,284.667,154,0,1005
767,0,87,87,87,128.667,254,154,0,1005
768,0,4,4,4,139.333,202.667,154,0,1005
769,0,76,76,76,118,106,154,0,1005
770,0,0,0,0,156,256,154,0,1005
771,0,127,127,127,451,453,155,0,1005
772,0,154,154,154,414,461,155,0,1005
773,0,17,17,17,348,439,155,0,1005
774,0,117,117,117,264,407,155,0,1005
775,0,80,80,80,418,435,155,0,1005
776,0,91,91,91,166,88,156,0,1005
777,0,118,118,118,199.333,108,156,0,1005
778,0,19,19,19,206,159.333,156,0,1005
779,0,94,94,94,176.667,249.333,156,0,1005
780,0,78,78,78,174,124,156,0,1005
781,0,100,100,100,32.667,114.667,157,0,1005
782,0,94,94,94,64,116,157,0,1005
783,0,29,29,29,104,135.333,157,0,1005
784,0,115,115,115,185.333,117.333,157,0,1005
785,0,55,55,55,52.667,142,157,0,1005
786,0,88,88,88,124.667,74.667,158,0,1005
787,0,113,113,113,126.667,106.667,158,0,1005
788,0,13,13,13,103.333,161.333,158,0,1005
789,0,111,111,111,164,199.333,158,0,1005
790,0,74,74,74,98,98,158,0,1005
791,0,112,112,112,260,199.333,159,0,1005
792,0,80,80,80,236,226.667,159,0,1005
793,0,20,20,20,172.667,219.333,159,0,1005
794,0,89,89,89,112.667,158,159,0,1005
795,0,61,61,61,224.667,204,159,0,1005
796,0,110,110,110,232.667,90.667,160,0,1005
797,0,99,99,99,254.667,115.333,160,0,1005
798,0,21,21,21,243.333,164,160,0,1005
799,0,74,74,74,180.667,227.333,160,0,1005
800,0,90,90,90,220,121.333,160,0,1005
801,0,113,113,113,36.5,469,161,0,1005
802,0,63,63,63,47,437.5,161,0,1005
803,0,27,27,27,76,422,161,0,1005
804,0,120,120,120,79.5,341.5,161,0,1005
805,0,86,86,86,67,457.5,161,0,1005
806,0,135,135,135,31.333,306.333,162,0,1005
807,0,95,95,95,41.333,272.333,162,0,1005
808,0,27,27,27,84.667,249.667,162,0,1005
809,0,103,103,103,100.667,180.333,162,0,1005
810,0,102,102,102,58,293,162,0,1005
811,0,79,79,79,32.667,434.333,163,0,1005
812,0,74,74,74,40.667,401,163,0,1005
813,0,19,19,19,78.667,378.333,163,0,1005
814,0,126,126,126,160.667,375.667,163,0,1005
815,0,58,58,58,49.333,421,163,0,1005
816,0,87,87,87,34,446.333,164,0,1005
817,0,91,91,91,42,415.667,164,0,1005
818,0,19,19,19,90.667,393,164,0,1005
819,0,101,101,101,124.667,305,164,0,1005
820,0,89,89,89,58.667,435,164,0,1005
821,0,101,101,101,38.667,237,165,0,1005
822,0,40,40,40,58.667,249,165,0,1005
823,0,22,22,22,84,294.333,165,0,1005
824,0,116,116,116,111.333,387.667,165,0,1005
825,0,50,50,50,48,261.667,165,0,1005
826,0,68,68,68,38.667,275.667,166,0,1005
827,0,49,49,49,46,246.333,166,0,1005
828,0,7,7,7,88.667,238.333,166,0,1005
829,0,45,45,45,102,296.333,166,0,1005
830,0,38,38,38,58.667,263.667,166,0,1005
831,0,118,118,118,31.333,82.667,167,0,1005
832,0,99,99,99,57.333,100.667,167,0,1005
833,0,13,13,13,74.667,162.667,167,0,1005
834,0,120,120,120,139.333,243.333,167,0,1005
835,0,85,85,85,40.667,118,167,0,1005
836,0,85,85,85,36.667,93.333,168,0,1005
837,0,48,48,48,58.667,100,168,0,1005
838,0,22,22,22,62,128.667,168,0,1005
839,0,123,123,123,69.333,216,168,0,1005
840,0,37,37,37,42,112,168,0,1005
841,0,172,172,172,7,5,169,0,1005
842,0,166,166,166,2,2,169,0,1005
843,0,24,24,24,63,139,169,0,1005
844,0,112,112,112,62,222,169,0,1005
845,0,158,158,158,1,10,169,0,1005
846,0,95,95,95,62,72,170,0,1005
847,0,119,119,119,97,86,170,0,1005
848,0,12,12,12,107,139,170,0,1005
849,0,113,113,113,142,196,170,0,1005
850,0,59,59,59,72,107,170,0,1005
851,0,91,91,91,70,70,171,0,1005
852,0,111,111,111,100,94.667,171,0,1005
853,0,46,46,46,104.667,167.333,171,0,1005
854,0,124,124,124,117.333,251.333,171,0,1005
855,0,73,73,73,73.333,107.333,171,0,1005
856,0,169,169,169,2.667,2.667,172,0,1005
857,0,176,176,176,8,2,172,0,1005
858,0,13,13,13,130,114,172,0,1005
859,0,123,123,123,181,161,172,0,1005
860,0,78,78,78,90,133,172,0,1005
861,0,118,118,118,43.333,462.667,173,0,1005
862,0,114,114,114,58,425.333,173,0,1005
863,0,23,23,23,98,402.667,173,0,1005
864,0,123,123,123,132,322,173,0,1005
865,0,125,125,125,77.333,450,173,0,1005
866,0,124,124,124,36,459.333,174,0,1005
867,0,133,133,133,58.667,426.667,174,0,1005
868,0,23,23,23,113.333,416,174,0,1005
869,0,119,119,119,168.667,362.667,174,0,1005
870,0,133,133,133,76,453.333,174,0,1005
871,0,138,138,138,177.333,272,175,0,1005
872,0,115,115,115,150.667,303.333,175,0,1005
873,0,18,18,18,96,316.667,175,0,1005
874,0,79,79,79,33.333,396,175,0,1005
875,0,126,126,126,135.333,276.667,175,0,1005
876,0,115,115,115,24,440.5,176,0,1005
877,0,131,131,131,52,422.5,176,0,1005
878,0,28,28,28,93.5,435,176,0,1005
879,0,138,138,138,175.5,405.5,176,0,1005
880,0,56,56,56,52,453,176,0,1005
881,0,54,54,54,441.5,77.5,177,0,1005
882,0,169,169,169,424.5,111,177,0,1005
883,0,5,5,5,370.5,133,177,0,1005
884,0,157,157,157,320.5,210.5,177,0,1005
885,0,55,55,55,402,87.5,177,0,1005
886,0,137,137,137,469,81.5,178,0,1005
887,0,126,126,126,452.5,115,178,0,1005
888,0,6,6,6,407.5,156,178,0,1005
889,0,159,159,159,365.5,236,178,0,1005
890,0,20,20,20,431,94,178,0,1005
891,0,121,121,121,394.5,476.5,179,0,1005
892,0,109,109,109,416,442,179,0,1005
893,0,1,1,1,460.5,418.5,179,0,1005
894,0,99,99,99,430.5,327.5,179,0,1005
895,0,90,90,90,436.5,468.5,179,0,1005
896,0,60,60,60,194,448.5,180,0,1005
897,0,18,18,18,171.5,461.5,180,0,1005
898,0,19,19,19,137.5,439,180,0,1005
899,0,67,67,67,161.5,371,180,0,1005
900,0,15,15,15,176.5,435,180,0,1005
901,0,124,124,124,300,480,181,0,1005
902,0,33,33,33,277.5,450,181,0,1005
903,0,3,3,3,278.5,393,181,0,1005
904,0,88,88,88,266.5,316.5,181,0,1005
905,0,68,68,68,305.5,447.5,181,0,1005
906,0,107,107,107,457.5,73.5,182,0,1005
907,0,65,65,65,474,106.5,182,0,1005
908,0,6,6,6,469.5,179,182,0,1005
909,0,112,112,112,454.667,260.667,182,0,1005
910,0,140,140,140,444,111,182,0,1005
911,0,9,9,9,109,79,183,0,1005
912,0,127,127,127,131,95,183,0,1005
913,0,10,10,10,130,142,183,0,1005
914,0,161,161,161,223,184,183,0,1005
915,0,57,57,57,105,108,183,0,1005
916,0,124,124,124,408.667,86.667,184,0,1005
917,0,127,127,127,434,89.333,184,0,1005
918,0,1,1,1,442.667,137.333,184,0,1005
919,0,90,90,90,359.333,157.333,184,0,1005
920,0,6,6,6,418,103.333,184,0,1005
921,0,121,121,121,72.667,386,185,0,1005
922,0,75,75,75,88,346.667,185,0,1005
923,0,4,4,4,122,302.667,185,0,1005
924,0,95,95,95,138,216,185,0,1005
925,0,119,119,119,103.5,372.5,185,0,1005
926,0,42,42,42,68,478,186,0,1005
927,0,4,4,4,98.5,452,186,0,1005
928,0,6,6,6,154,429,186,0,1005
929,0,97,97,97,199.5,371.5,186,0,1005
930,0,103,103,103,101.5,480.5,186,0,1005
931,0,100,100,100,75,477,187,0,1005
932,0,121,121,121,92.5,437.5,187,0,1005
933,0,3,3,3,137,396.5,187,0,1005
934,0,92,92,92,190.5,323.5,187,0,1005
935,0,94,94,94,108,462.5,187,0,1005
936,0,83,83,83,75.5,476.5,188,0,1005
937,0,97,97,97,92.5,438.5,188,0,1005
938,0,3,3,3,136.5,396,188,0,1005
939,0,98,98,98,190,322,188,0,1005
940,0,103,103,103,109,461.5,188,0,1005
941,0,115,115,115,84.5,469,189,0,1005
942,0,78,78,78,79,429,189,0,1005
943,0,7,7,7,102,366.5,189,0,1005
944,0,83,83,83,147.5,291,189,0,1005
945,0,93,93,93,114.5,435,189,0,1005
946,0,117,117,117,311.333,478,190,0,1005
947,0,116,116,116,275.5,468.5,190,0,1005
948,0,6,6,6,226.5,429.5,190,0,1005
949,0,83,83,83,125.667,414,190,0,1005
950,0,58,58,58,292.333,442,190,0,1005
951,0,117,117,117,128.333,450.667,191,0,1005
952,0,108,108,108,155.667,416.667,191,0,1005
953,0,3,3,3,216.333,410.667,191,0,1005
954,0,119,119,119,317,412,191,0,1005
955,0,97,97,97,173.667,446.667,191,0,1005
956,0,88,88,88,129,450.667,192,0,1005
957,0,112,112,112,155.667,416.667,192,0,1005
958,0,5,5,5,238.333,404,192,0,1005
959,0,106,106,106,317,410,192,0,1005
960,0,129,129,129,173,447.333,192,0,1005
961,0,73,73,73,101,474,193,0,1005
962,0,103,103,103,129.667,442,193,0,1005
963,0,10,10,10,195,422,193,0,1005
964,0,74,74,74,285.667,385.333,193,0,1005
965,0,115,115,115,146.333,472,193,0,1005
966,0,94,94,94,79.5,398,194,0,1005
967,0,43,43,43,117.5,414.5,194,0,1005
968,0,2,2,2,166,447.333,194,0,1005
969,0,92,92,92,232,386.667,194,0,1005
970,0,114,114,114,95,439.5,194,0,1005
971,0,40,40,40,217.667,94,195,0,1005
972,0,145,145,145,187.667,118.667,195,0,1005
973,0,4,4,4,139.667,122.667,195,0,1005
974,0,144,144,144,89,199.333,195,0,1005
975,0,33,33,33,177.667,84,195,0,1005
976,0,89,89,89,454.667,74,196,0,1005
977,0,145,145,145,453.333,110.667,196,0,1005
978,0,11,11,11,430.667,182.667,196,0,1005
979,0,119,119,119,450,252.667,196,0,1005
980,0,152,152,152,422.667,99.333,196,0,1005
981,0,24,24,24,480.667,83.333,197,0,1005
982,0,119,119,119,468.667,110.667,197,0,1005
983,0,4,4,4,438.667,152.667,197,0,1005
984,0,150,150,150,446,240,197,0,1005
985,0,2,2,2,453.333,90,197,0,1005
986,0,53,53,53,438.667,83.333,198,0,1005
987,0,137,137,137,442,117.333,198,0,1005
988,0,20,20,20,424,169.333,198,0,1005
989,0,147,147,147,414,252,198,0,1005
990,0,137,137,137,410,108,198,0,1005
991,0,72,72,72,421.333,82,199,0,1005
992,0,120,120,120,431.333,115.333,199,0,1005
993,0,13,13,13,421.333,179.333,199,0,1005
994,0,150,150,150,422,268,199,0,1005
995,0,111,111,111,400.667,114,199,0,1005
996,0,135,135,135,359.333,74,200,0,1005
997,0,133,133,133,382,106,200,0,1005
998,0,11,11,11,387.333,164,200,0,1005
999,0,120,120,120,470.667,222.667,200,0,1005
1000,0,38,38,38,352,111.333,200,0,1005
1001,0,142,142,142,348,74.667,201,0,1005
1002,0,178,178,178,368.667,109.333,201,0,1005
1003,0,12,12,12,378,162.667,201,0,1005
1004,0,158,158,158,439.333,238,201,0,1005
1005,0,151,151,151,334.667,111.333,201,0,1005
1006,0,157,157,157,438,79.333,202,0,1295
1007,0,160,160,160,411.333,107.333,202,0,1295
1008,0,11,11,11,348,124,202,0,1295
1009,0,144,144,144,289.333,194,202,0,1295
1010,0,114,114,114,395.333,80,202,0,1295
1011,0,150,150,150,262,107.333,203,0,1295
1012,0,134,134,134,238,120.667,203,0,1295
1013,0,26,26,26,187,108,203,0,1295
1014,0,137,137,137,113,128,203,0,1295
1015,0,22,22,22,237,97,203,0,1295
1016,0,104,104,104,310,102,204,0,1295
1017,0,116,116,116,289.667,132,204,0,1295
1018,0,5,5,5,231.667,150,204,0,1295
1019,0,116,116,116,160.333,178.667,204,0,1295
1020,0,95,95,95,274.333,108.667,204,0,1295
1021,0,134,134,134,420.333,122.667,205,0,1295
1022,0,132,132,132,407,132.667,205,0,1295
1023,0,13,13,13,364.333,122.667,205,0,1295
1024,0,101,101,101,284.333,139.333,205,0,1295
1025,0,72,72,72,408.333,104.667,205,0,1295
1026,0,15,15,15,161.333,98,206,0,1295
1027,0,133,133,133,181.333,127.333,206,0,1295
1028,0,9,9,9,159.333,163.333,206,0,1295
1029,0,49,49,49,122,259.333,206,0,1295
1030,0,107,107,107,150.667,130.667,206,0,1295
1031,0,80,80,80,152.667,108,207,0,1295
1032,0,91,91,91,163.5,138.5,207,0,1295
1033,0,16,16,16,146.5,197,207,0,1295
1034,0,122,122,122,154.5,276.5,207,0,1295
1035,0,89,89,89,132.5,138.5,207,0,1295
1036,0,108,108,108,454.667,474,208,0,1295
1037,0,116,116,116,412,472,208,0,1295
1038,0,6,6,6,384,419.333,208,0,1295
1039,0,72,72,72,310,374.667,208,0,1295
1040,0,33,33,33,428,444,208,0,1295
1041,0,104,104,104,426,467.333,209,0,1295
1042,0,117,117,117,385.333,472,209,0,1295
1043,0,1,1,1,379.333,404.667,209,0,1295
1044,0,126,126,126,376.667,302.667,209,0,1295
1045,0,116,116,116,421.333,432.667,209,0,1295
1046,0,112,112,112,439.333,424.667,210,0,1295
1047,0,109,109,109,403.333,424,210,0,1295
1048,0,16,16,16,396.667,350,210,0,1295
1049,0,141,141,141,332.667,278,210,0,1295
1050,0,97,97,97,441.333,389.333,210,0,1295
1051,0,104,104,104,445.333,444,211,0,1295
1052,0,88,88,88,407.333,425.333,211,0,1295
1053,0,2,2,2,392,376,211,0,1295
1054,0,99,99,99,336,323.333,211,0,1295
1055,0,112,112,112,437.333,407.333,211,0,1295
1056,0,98,98,98,444.667,456,212,0,1295
1057,0,94,94,94,411.333,434,212,0,1295
1058,0,5,5,5,388.667,370.667,212,0,1295
1059,0,63,63,63,354,308,212,0,1295
1060,0,125,125,125,440,416,212,0,1295
1061,0,168,168,168,71.333,174,213,0,1295
1062,0,0,0,0,104.667,167.333,213,0,1295
1063,0,4,4,4,148,201.333,213,0,1295
1064,0,155,155,155,216,246,213,0,1295
1065,0,159,159,159,100,194,213,0,1295
1066,0,140,140,140,144.667,92.667,214,0,1295
1067,0,152,152,152,138,118,214,0,1295
1068,0,24,24,24,89.333,140,214,0,1295
1069,0,144,144,144,66.667,214.667,214,0,1295
1070,0,73,73,73,122,102,214,0,1295
1071,0,111,111,111,414.667,64.667,215,0,1295
1072,0,69,69,69,413.333,101.333,215,0,1295
1073,0,7,7,7,364.667,143.333,215,0,1295
1074,0,127,127,127,288,214.667,215,0,1295
1075,0,129,129,129,382.667,92,215,0,1295
1076,0,130,130,130,411.333,65.333,216,0,1295
1077,0,147,147,147,418,103.333,216,0,1295
1078,0,8,8,8,381.333,146,216,0,1295
1079,0,145,145,145,316.667,232,216,0,1295
1080,0,133,133,133,386.667,96.667,216,0,1295
1081,0,115,115,115,422,69.333,217,0,1295
1082,0,115,115,115,422,103.333,217,0,1295
1083,0,1,1,1,381.333,148.667,217,0,1295
1084,0,119,119,119,328.667,240,217,0,1295
1085,0,102,102,102,392.667,94,217,0,1295
1086,0,121,121,121,422,68.667,218,0,1295
1087,0,138,138,138,421.333,106.667,218,0,1295
1088,0,31,31,31,378,165.333,218,0,1295
1089,0,113,113,113,330.667,238,218,0,1295
1090,0,95,95,95,393.333,93.333,218,0,1295
1091,0,72,72,72,418.667,114.667,219,0,1295
1092,0,99,99,99,419.333,147.333,219,0,1295
1093,0,5,5,5,366,167.333,219,0,1295
1094,0,123,123,123,282,126.667,219,0,1295
1095,0,99,99,99,385.333,118.667,219,0,1295
1096,0,75,75,75,425.333,82,220,0,1295
1097,0,110,110,110,420,115.333,220,0,1295
1098,0,9,9,9,355.333,145.333,220,0,1295
1099,0,95,95,95,276.667,167.333,220,0,1295
1100,0,96,96,96,391.333,80.667,220,0,1295
1101,0,149,149,149,460.667,266.667,221,0,1295
1102,0,99,99,99,423.333,252,221,0,1295
1103,0,6,6,6,393.333,180,221,0,1295
1104,0,81,81,81,347.333,121.333,221,0,1295
1105,0,108,108,108,447.333,231.333,221,0,1295
1106,0,150,150,150,164,85.333,222,0,1295
1107,0,82,82,82,194,88,222,0,1295
1108,0,4,4,4,235.333,120,222,0,1295
1109,0,113,113,113,313.333,139.333,222,0,1295
1110,0,151,151,151,179.333,110,222,0,1295
1111,0,112,112,112,185.333,104.667,223,0,1295
1112,0,143,143,143,168.667,130,223,0,1295
1113,0,42,42,42,128.667,145.333,223,0,1295
1114,0,120,120,120,229.333,184,223,0,1295
1115,0,20,20,20,156,108,223,0,1295
1116,0,160,160,160,291.333,88.667,224,0,1295
1117,0,119,119,119,317.333,78,224,0,1295
1118,0,4,4,4,372,106,224,0,1295
1119,0,148,148,148,447,182,224,0,1295
1120,0,134,134,134,317,104,224,0,1295
1121,0,127,127,127,237.333,472,225,0,1295
1122,0,143,143,143,207.333,447.333,225,0,1295
1123,0,4,4,4,195.333,377.333,225,0,1295
1124,0,148,148,148,232,281.333,225,0,1295
1125,0,65,65,65,234,436.667,225,0,1295
1126,0,107,107,107,395.333,454.667,226,0,1295
1127,0,125,125,125,363.333,474.667,226,0,1295
1128,0,6,6,6,291.333,454,226,0,1295
1129,0,27,27,27,206.667,440,226,0,1295
1130,0,103,103,103,358,442.667,226,0,1295
1131,0,116,116,116,396,454.667,227,0,1295
1132,0,87,87,87,363.333,471.333,227,0,1295
1133,0,16,16,16,298,452.667,227,0,1295
1134,0,115,115,115,202,436.667,227,0,1295
1135,0,65,65,65,358.667,443.333,227,0,1295
1136,0,121,121,121,386.667,427.333,228,0,1295
1137,0,130,130,130,363.333,462,228,0,1295
1138,0,4,4,4,313.333,454.667,228,0,1295
1139,0,82,82,82,205.333,422.667,228,0,1295
1140,0,115,115,115,348.667,434.667,228,0,1295
1141,0,135,135,135,7,4,229,0,1295
1142,0,139,139,139,2,5,229,0,1295
1143,0,1,1,1,327,135,229,0,1295
1144,0,134,134,134,354,209,229,0,1295
1145,0,138,138,138,13,1,229,0,1295
1146,0,131,131,131,195,82,230,0,1295
1147,0,27,27,27,228,82,230,0,1295
1148,0,6,6,6,284,112,230,0,1295
1149,0,133,133,133,373,147,230,0,1295
1150,0,59,59,59,213,101,230,0,1295
1151,0,103,103,103,427.333,160,231,0,1295
1152,0,132,132,132,392.667,165.333,231,0,1295
1153,0,7,7,7,405.333,117.333,231,0,1295
1154,0,148,148,148,322.667,110.667,231,0,1295
1155,0,104,104,104,431.333,147.333,231,0,1295
1156,0,128,128,128,400,71.333,232,0,1295
1157,0,84,84,84,417.333,102.667,232,0,1295
1158,0,5,5,5,416,151.333,232,0,1295
1159,0,116,116,116,441.333,258,232,0,1295
1160,0,72,72,72,386.667,106.667,232,0,1295
1161,0,76,76,76,430,70,233,0,1295
1162,0,154,154,154,435.333,97.333,233,0,1295
1163,0,4,4,4,396.667,152,233,0,1295
1164,0,115,115,115,414.667,244.667,233,0,1295
1165,0,30,30,30,398,75.333,233,0,1295
1166,0,155,155,155,452,114.667,234,0,1295
1167,0,153,153,153,416,136.667,234,0,1295
1168,0,8,8,8,348.667,111.333,234,0,1295
1169,0,171,171,171,259.333,84,234,0,1295
1170,0,124,124,124,417.333,102,234,0,1295
1171,0,125,125,125,436.667,67.333,235,0,1295
1172,0,147,147,147,409.333,99.333,235,0,1295
1173,0,10,10,10,344.667,125.333,235,0,1295
1174,0,124,124,124,276,189.333,235,0,1295
1175,0,115,115,115,399.333,70.667,235,0,1295
1176,0,153,153,153,447.333,118,236,0,1295
1177,0,41,41,41,409.333,124.667,236,0,1295
1178,0,15,15,15,362.667,102.667,236,0,1295
1179,0,114,114,114,275.333,152.667,236,0,1295
1180,0,49,49,49,418,96,236,0,1295
1181,0,163,163,163,448,118,237,0,1295
1182,0,126,126,126,406.667,128.667,237,0,1295
1183,0,8,8,8,354,98,237,0,1295
1184,0,99,99,99,276.667,156.667,237,0,1295
1185,0,115,115,115,417.333,94.667,237,0,1295
1186,0,101,101,101,38,116.667,238,0,1295
1187,0,141,141,141,72,121.333,238,0,1295
1188,0,7,7,7,114.667,156,238,0,1295
1189,0,159,159,159,198.667,173.333,238,0,1295
1190,0,159,159,159,56.667,148,238,0,1295
1191,0,133,133,133,442,119.333,239,0,1295
1192,0,87,87,87,444,158,239,0,1295
1193,0,3,3,3,420,228,239,0,1295
1194,0,118,118,118,420.667,319.333,239,0,1295
1195,0,98,98,98,413.333,148,239,0,1295
1196,0,131,131,131,443.333,120,240,0,1295
1197,0,151,151,151,446,158.667,240,0,1295
1198,0,3,3,3,420,228.667,240,0,1295
1199,0,110,110,110,422,318.667,240,0,1295
1200,0,89,89,89,413.333,148,240,0,1295
1201,0,125,125,125,436,134.667,241,0,1295
1202,0,117,117,117,445.333,170.667,241,0,1295
1203,0,6,6,6,419.333,230.667,241,0,1295
1204,0,74,74,74,412.667,326.667,241,0,1295
1205,0,126,126,126,412.667,165.333,241,0,1295
1206,0,153,153,153,422,167.333,242,0,1295
1207,0,146,146,146,446,198,242,0,1295
1208,0,6,6,6,424.667,265.333,242,0,1295
1209,0,121,121,121,401,357,242,0,1295
1210,0,110,110,110,414,210,242,0,1295
1211,0,118,118,118,432,72,243,0,1295
1212,0,105,105,105,441.5,109,243,0,1295
1213,0,2,2,2,427.5,169.5,243,0,1295
1214,0,124,124,124,434,248.667,243,0,1295
1215,0,3,3,3,414.667,100,243,0,1295
1216,0,64,64,64,119.333,99.333,244,0,1295
1217,0,83,83,83,145.333,110.667,244,0,1295
1218,0,29,29,29,164,188,244,0,1295
1219,0,83,83,83,116.667,240,244,0,1295
1220,0,40,40,40,128,125.333,244,0,1295
1221,0,95,95,95,107.333,77.333,245,0,1295
1222,0,109,109,109,131.333,91.333,245,0,1295
1223,0,23,23,23,158,134.667,245,0,1295
1224,0,113,113,113,249.333,103.333,245,0,1295
1225,0,65,65,65,108,104.667,245,0,1295
1226,0,129,129,129,438,79.333,246,0,1295
1227,0,155,155,155,415.333,109.333,246,0,1295
1228,0,7,7,7,358,126.667,246,0,1295
1229,0,155,155,155,288.667,164.667,246,0,1295
1230,0,91,91,91,396,84.667,246,0,1295
