scorer,Claire,Claire,Claire,Claire,Claire,Claire,Claire,Claire,Claire,Claire
FinalStimTest/img348106.png,322.0,95.333,360.0,106.667,401.333,142.667,469.333,194.0,340.667,132.667
FinalStimTest/img349654.png,65.333,90.667,97.333,106.667,84.667,171.333,50.667,233.333,64.667,117.333
FinalStimTest/img350087.png,455.333,109.333,425.333,141.333,345.333,135.333,256.0,130.667,416.0,108.0
FinalStimTest/img350658.png,398.667,78.0,405.333,107.333,380.0,164.0,371.333,235.333,366.667,73.333
FinalStimTest/img350818.png,152.0,85.0,189.0,82.0,240.0,105.0,350.0,98.0,177.0,118.0
FinalStimTest/img352901.png,,,16.0,4.0,6.667000000000002,12.0,324.0,146.667,12.0,10.667
FinalStimTest/img353834.png,240.0,160.0,236.0,130.0,297.0,99.0,384.0,107.0,260.0,139.0
FinalStimTest/img353869.png,321.0,133.0,333.0,168.0,261.0,196.0,235.0,136.0,286.0,146.0
FinalStimTest/img354505.png,414.0,135.0,412.0,168.0,343.0,219.0,295.0,294.0,376.0,138.0
FinalStimTest/img355367.png,382.0,146.0,368.0,179.0,311.0,225.0,253.0,297.0,348.0,159.0
FinalStimTest/img355625.png,372.0,150.0,358.0,185.0,301.0,231.0,245.0,305.0,335.0,164.0
FinalStimTest/img355707.png,368.0,153.0,355.0,188.0,295.0,232.0,245.0,309.0,331.0,166.0
FinalStimTest/img355823.png,364.0,155.0,349.0,192.0,284.0,247.0,241.0,314.0,326.0,168.0
FinalStimTest/img356306.png,346.0,166.0,333.0,200.0,275.0,249.0,220.0,319.0,312.0,176.0
FinalStimTest/img356799.png,334.0,174.0,317.0,210.0,255.0,256.0,207.0,329.0,296.0,184.0
FinalStimTest/img357129.png,327.0,181.0,308.0,216.0,248.0,259.0,199.0,332.0,290.0,191.0
FinalStimTest/img357526.png,320.0,192.0,300.0,224.0,230.0,272.0,184.0,331.0,280.0,198.0
FinalStimTest/img357906.png,315.0,196.0,295.0,232.0,234.333,265.66700000000003,170.333,327.6670000000001,277.0,204.333
FinalStimTest/img358884.png,416.0,74.0,398.0,112.667,328.667,137.333,247.333,185.333,375.333,87.333
FinalStimTest/img359705.png,428.0,67.333,409.333,103.333,344.667,129.333,272.0,192.667,388.667,78.0
FinalStimTest/img360068.png,436.0,67.333,413.333,100.0,346.667,130.667,266.66700000000003,181.333,396.667,78.0
FinalStimTest/img360146.png,434.0,67.333,414.667,102.0,344.667,127.333,270.0,176.667,395.333,78.0
FinalStimTest/img361923.png,474.0,90.0,470.667,128.667,425.333,189.333,406.0,261.333,449.333,108.0
FinalStimTest/img362998.png,344.667,458.667,376.0,432.0,432.0,419.333,471.333,342.0,382.667,459.333
FinalStimTest/img365736.png,481.333,414.667,454.667,390.0,450.667,323.333,440.0,240.667,478.667,381.333
FinalStimTest/img366214.png,423.333,478.0,421.333,440.0,452.667,386.667,476.667,304.6670000000001,452.0,449.333
FinalStimTest/img367324.png,71.333,378.667,114.0,373.333,149.333,406.0,246.0,442.0,106.0,404.0
FinalStimTest/img367399.png,76.0,387.333,113.333,375.333,160.0,404.0,243.333,452.0,114.0,406.0
FinalStimTest/img368279.png,139.5,434.5,156.5,410.0,222.5,417.5,291.6670000000001,430.667,169.0,438.0
FinalStimTest/img369156.png,132.667,73.333,150.667,105.333,126.0,154.0,100.0,253.333,120.0,108.667
FinalStimTest/img369443.png,87.333,68.0,122.667,89.333,138.0,164.667,182.0,228.0,92.667,106.667
FinalStimTest/img370621.png,142.667,120.0,173.5,140.5,208.0,186.0,278.66700000000003,228.0,151.0,158.5
FinalStimTest/img371035.png,145.5,121.0,179.5,135.0,220.667,178.0,284.6670000000001,230.0,159.333,158.0
FinalStimTest/img372491.png,172.667,96.0,177.333,130.0,177.333,192.0,190.667,264.66700000000003,149.0,126.0
FinalStimTest/img373369.png,88.5,72.5,124.0,97.0,150.0,157.5,203.5,200.0,93.5,114.0
FinalStimTest/img373405.png,89.5,70.5,124.0,95.0,148.5,154.5,204.5,202.0,92.5,111.5
FinalStimTest/img374158.png,80.667,326.333,89.333,286.333,127.333,245.667,154.0,172.333,118.0,303.0
FinalStimTest/img374565.png,154.0,482.0,119.333,463.333,92.0,404.667,103.333,327.333,143.333,441.333
FinalStimTest/img375516.png,80.0,330.667,106.0,361.333,106.0,428.667,194.0,470.0,76.667,367.333
FinalStimTest/img375763.png,80.0,300.6670000000001,111.333,324.6670000000001,122.667,380.667,164.0,450.0,81.333,336.0
FinalStimTest/img376143.png,117.333,209.333,124.667,250.667,104.667,308.6670000000001,157.333,382.667,90.667,245.333
FinalStimTest/img377401.png,464.667,80.0,445.333,108.667,383.333,120.667,304.6670000000001,137.333,428.0,86.667
FinalStimTest/img380541.png,482.667,194.0,450.0,182.0,420.667,148.667,328.667,101.333,470.0,154.0
FinalStimTest/img381260.png,482.0,188.0,448.667,172.667,404.0,127.333,333.333,98.0,474.667,146.667
FinalStimTest/img381425.png,476.0,193.333,448.0,169.333,411.333,125.333,336.0,96.0,474.667,152.667
FinalStimTest/img381434.png,466.0,197.333,446.0,169.333,405.333,122.0,335.333,97.333,476.667,160.667
FinalStimTest/img383228.png,480.667,134.0,460.667,158.0,407.333,156.0,328.0,128.667,450.667,132.0
FinalStimTest/img385127.png,408.0,476.0,372.667,461.333,366.0,386.667,310.0,302.0,418.0,440.667
FinalStimTest/img385955.png,404.667,482.0,368.0,460.667,352.667,397.333,298.6670000000001,313.333,408.667,446.0
FinalStimTest/img389035.png,350.667,98.667,313.333,114.667,247.333,95.333,153.0,89.0,315.0,82.667
FinalStimTest/img389129.png,348.333,98.0,311.0,116.0,240.333,101.333,154.0,93.0,309.6670000000001,85.333
FinalStimTest/img389967.png,312.333,88.0,278.333,115.333,217.0,115.0,133.0,143.0,275.0,85.0
FinalStimTest/img390164.png,302.0,82.0,268.0,104.0,208.0,107.0,133.0,149.0,264.0,77.0
FinalStimTest/img393017.png,462.0,408.0,446.667,440.0,378.0,448.667,332.0,380.0,420.0,408.0
FinalStimTest/img393065.png,468.0,424.0,432.667,441.333,357.333,436.667,275.333,428.0,433.333,410.667
FinalStimTest/img394049.png,460.667,470.667,420.0,474.0,359.333,452.0,258.66700000000003,420.667,430.667,442.667
FinalStimTest/img394413.png,458.0,452.667,421.333,463.333,346.0,444.0,254.0,442.667,425.333,432.0
FinalStimTest/img394790.png,468.0,448.667,430.0,462.667,358.667,438.667,266.66700000000003,414.0,433.333,433.333
FinalStimTest/img395281.png,449.333,352.0,449.333,388.667,404.667,439.333,314.0,426.667,422.667,376.0
FinalStimTest/img397176.png,442.667,82.0,436.0,120.667,372.667,139.333,328.667,214.0,405.333,84.667
FinalStimTest/img398027.png,426.667,213.333,387.333,213.333,332.667,167.333,244.667,139.333,405.333,186.667
FinalStimTest/img398187.png,446.667,257.333,405.333,253.333,352.667,190.667,279.333,142.667,424.667,226.0
FinalStimTest/img400291.png,384.667,370.0,346.667,354.667,338.0,276.66700000000003,289.333,193.333,391.333,335.333
FinalStimTest/img401765.png,446.0,67.0,445.333,106.0,415.333,159.333,385.333,260.0,417.333,96.0
FinalStimTest/img402355.png,279.66700000000003,455.333,301.6670000000001,428.0,372.333,418.0,422.333,347.333,319.0,464.0
FinalStimTest/img402743.png,44.667,85.333,74.0,90.667,107.333,136.667,166.0,213.333,53.333,113.333
FinalStimTest/img403819.png,44.667,186.0,60.667,157.333,138.667,185.333,210.667,191.333,61.333,212.0
FinalStimTest/img404284.png,45.333,124.667,64.667,108.0,93.333,140.0,152.667,143.333,56.667,136.667
FinalStimTest/img404544.png,113.333,466.667,114.667,436.667,157.333,388.0,174.667,318.6670000000001,142.667,450.0
FinalStimTest/img405186.png,88.0,421.333,87.333,384.0,122.667,334.0,142.0,268.66700000000003,114.0,398.0
FinalStimTest/img406788.png,46.0,152.667,63.333,130.667,146.667,121.333,217.333,101.333,59.333,180.0
FinalStimTest/img406831.png,46.0,188.667,68.667,168.667,113.333,162.0,168.0,75.333,54.667,218.667
FinalStimTest/img409020.png,472.667,447.333,457.333,456.667,422.0,425.333,367.333,380.667,466.667,420.0
FinalStimTest/img409136.png,474.667,438.667,455.333,435.333,406.0,406.0,338.0,348.0,466.667,415.333
FinalStimTest/img411047.png,483.333,76.0,457.333,105.333,399.333,124.0,340.667,143.333,452.0,77.333
FinalStimTest/img411875.png,484.0,118.0,455.333,135.333,385.333,127.333,314.6670000000001,121.333,452.0,102.0
FinalStimTest/img416904.png,482.0,282.0,460.667,309.333,383.333,310.6670000000001,298.6670000000001,324.0,446.667,278.0
FinalStimTest/img418813.png,478.0,389.333,450.0,384.667,394.0,346.667,343.333,290.0,463.333,354.0
FinalStimTest/img419523.png,476.667,436.667,444.0,437.333,389.333,387.333,326.6670000000001,356.0,457.333,406.667
FinalStimTest/img421938.png,189.0,198.667,193.0,240.0,168.333,297.333,208.333,370.0,161.0,229.333
FinalStimTest/img423369.png,314.333,82.0,288.333,107.333,229.667,122.0,223.0,213.333,273.0,80.667
FinalStimTest/img423383.png,321.6670000000001,80.0,291.6670000000001,106.667,227.667,128.667,209.0,208.0,275.66700000000003,80.667
FinalStimTest/img423630.png,425.333,86.0,399.333,113.333,337.333,115.333,256.0,142.0,386.0,82.667
FinalStimTest/img424109.png,475.333,78.667,453.333,106.0,387.333,112.0,308.6670000000001,140.0,438.0,80.5
FinalStimTest/img426327.png,321.0,74.5,336.0,105.0,315.6670000000001,175.333,351.0,259.333,303.6670000000001,102.667
FinalStimTest/img427864.png,463.0,125.333,433.667,138.0,370.333,126.0,283.0,117.333,432.333,109.333
FinalStimTest/img430210.png,470.0,404.0,445.333,431.333,383.333,431.333,317.333,388.0,431.333,402.0
FinalStimTest/img431741.png,88.0,126.667,118.0,152.667,160.667,193.333,248.0,212.0,90.667,167.333
FinalStimTest/img432061.png,83.333,130.0,118.667,154.667,155.333,210.0,222.667,257.333,90.667,175.333
FinalStimTest/img432870.png,40.667,166.667,70.0,145.333,118.0,178.0,205.333,224.0,68.667,182.667
FinalStimTest/img433001.png,43.333,185.333,70.667,164.667,126.667,186.667,217.333,199.333,74.0,200.0
FinalStimTest/img433545.png,43.333,236.0,62.667,210.667,122.0,203.333,194.0,160.667,67.333,262.0
FinalStimTest/img434796.png,37.333,100.667,64.0,86.0,108.667,118.0,209.333,123.333,48.667,131.333
FinalStimTest/img435073.png,84.667,108.667,120.0,98.667,178.0,118.667,270.0,107.333,109.333,130.0
FinalStimTest/img435565.png,40.667,125.333,65.333,106.0,127.333,122.0,227.333,117.333,58.0,152.667
FinalStimTest/img438363.png,65.333,259.333,75.333,222.667,150.667,208.0,229.333,250.667,102.667,253.333
FinalStimTest/img439148.png,86.0,316.333,116.0,300.333,174.0,344.333,256.66700000000003,361.667,104.667,347.0
FinalStimTest/img441926.png,45.333,150.667,71.333,138.667,119.333,151.333,175.333,88.0,51.333,183.333
FinalStimTest/img442909.png,72.667,422.667,89.333,394.667,163.333,379.333,232.0,334.0,105.333,444.667
FinalStimTest/img443975.png,129.333,439.333,163.333,424.0,216.667,450.0,308.6670000000001,422.667,156.667,463.333
FinalStimTest/img444251.png,204.667,449.333,233.333,428.0,297.333,442.0,389.0,435.0,236.0,463.0
FinalStimTest/img445678.png,205.0,445.0,228.0,414.0,300.0,419.0,388.0,397.0,239.0,453.0
FinalStimTest/img446526.png,57.0,112.0,81.0,140.0,68.0,217.0,53.0,301.0,48.0,149.333
FinalStimTest/img447288.png,45.333,95.333,81.333,113.333,82.0,179.333,81.333,270.66700000000003,50.667,133.333
FinalStimTest/img447903.png,43.333,156.667,74.667,150.0,110.667,223.333,132.0,301.333,50.667,189.333
FinalStimTest/img447979.png,44.667,121.333,77.333,116.667,122.667,158.667,120.0,237.333,59.333,151.333
FinalStimTest/img449678.png,49.333,121.333,87.333,114.0,134.667,146.0,234.0,175.333,76.667,146.0
FinalStimTest/img449824.png,49.333,116.667,86.667,111.333,141.333,147.333,230.667,184.667,77.333,144.0
FinalStimTest/img450209.png,59.333,154.667,77.333,132.667,150.0,152.667,230.667,194.0,88.0,156.667
FinalStimTest/img450773.png,39.333,176.0,72.0,159.333,133.333,152.667,204.0,117.333,69.333,191.333
FinalStimTest/img450876.png,40.667,180.667,66.0,160.0,141.333,148.0,202.667,113.333,70.667,193.333
FinalStimTest/img452109.png,42.0,200.0,64.0,176.667,127.333,147.333,172.0,99.333,73.333,208.0
FinalStimTest/img457855.png,421.0,383.0,410.0,419.0,340.0,445.0,265.0,429.0,384.0,399.0
FinalStimTest/img458100.png,426.0,309.333,422.0,347.333,376.0,390.0,349.333,456.0,393.333,326.6670000000001
FinalStimTest/img459373.png,476.667,77.333,462.667,111.333,444.667,157.333,440.0,235.333,438.0,89.333
FinalStimTest/img461069.png,482.667,213.333,448.667,217.333,395.333,174.667,332.667,121.333,456.0,185.333
FinalStimTest/img461617.png,483.333,119.333,460.0,148.667,387.333,158.0,307.333,149.333,446.667,120.0
FinalStimTest/img464745.png,479.333,370.0,454.0,342.0,450.667,270.66700000000003,450.0,177.333,478.0,330.667
FinalStimTest/img464933.png,476.667,376.667,450.667,353.333,444.667,273.333,458.0,195.333,474.0,337.333
FinalStimTest/img465240.png,463.333,438.0,442.0,404.667,454.0,323.333,450.0,236.667,467.333,400.667
FinalStimTest/img466008.png,442.667,464.667,416.667,444.0,426.667,379.333,382.0,323.333,442.667,434.667
FinalStimTest/img467415.png,428.667,444.667,404.0,412.0,407.333,351.333,394.667,270.66700000000003,438.667,402.0
FinalStimTest/img467610.png,420.0,438.667,399.333,402.0,398.0,332.0,391.333,268.0,432.667,397.333
FinalStimTest/img468665.png,378.667,449.333,376.667,408.667,397.333,351.333,398.667,274.66700000000003,409.333,418.0
FinalStimTest/img468797.png,383.333,453.333,374.0,412.667,395.333,352.0,400.0,273.333,409.333,417.333
FinalStimTest/img470543.png,73.333,348.667,115.333,358.667,162.667,414.667,223.333,478.667,95.333,386.0
FinalStimTest/img474226.png,310.6670000000001,480.667,288.0,451.333,305.333,392.0,336.333,328.0,321.0,441.333
FinalStimTest/img474543.png,480.333,448.0,445.0,461.333,388.333,432.667,307.6670000000001,383.333,447.0,429.333
FinalStimTest/img474593.png,472.333,480.667,436.333,466.0,388.333,426.0,323.0,390.0,458.333,449.333
FinalStimTest/img475384.png,297.0,480.667,321.0,447.333,373.667,438.0,447.667,402.0,336.333,474.0
FinalStimTest/img475712.png,171.667,481.333,200.333,449.333,280.333,444.667,353.667,432.0,210.333,474.0
FinalStimTest/img476081.png,93.333,362.0,126.667,386.0,156.0,439.333,242.667,466.667,98.0,406.0
FinalStimTest/img476275.png,112.0,198.0,130.667,234.0,110.667,290.0,127.333,375.333,96.0,237.333
FinalStimTest/img477816.png,378.667,78.0,364.0,111.333,318.0,125.333,234.0,102.667,342.0,91.333
FinalStimTest/img478036.png,446.667,80.667,420.667,111.333,362.0,110.667,278.0,128.667,405.333,82.667
FinalStimTest/img478920.png,223.0,478.667,253.667,451.333,334.333,446.0,416.333,448.0,259.66700000000003,478.0
FinalStimTest/img479248.png,169.0,458.0,207.0,435.333,277.66700000000003,443.333,365.0,443.333,213.0,468.0
FinalStimTest/img479391.png,97.667,396.667,137.667,394.667,180.333,432.667,270.333,470.0,123.0,422.0
FinalStimTest/img481596.png,203.0,352.0,222.333,313.333,285.0,306.0,359.667,267.333,243.0,336.667
FinalStimTest/img481805.png,203.667,348.0,226.333,306.6670000000001,285.6670000000001,298.0,361.0,264.66700000000003,240.333,339.333
FinalStimTest/img483959.png,444.667,64.667,446.667,94.0,420.667,159.333,428.667,242.0,414.667,84.0
FinalStimTest/img484478.png,450.667,64.0,449.333,97.333,421.333,149.333,423.333,234.667,414.0,69.333
FinalStimTest/img485007.png,452.0,65.333,449.333,95.333,410.0,152.667,401.333,223.333,413.333,73.333
FinalStimTest/img485341.png,449.333,65.333,448.667,92.0,410.0,156.0,394.667,204.667,412.667,72.667
FinalStimTest/img485570.png,274.0,92.667,300.6670000000001,82.667,352.667,101.333,450.667,145.333,299.333,106.667
FinalStimTest/img488787.png,49.0,237.0,45.333,199.333,94.667,180.0,190.667,161.333,75.333,237.333
FinalStimTest/img491274.png,447.0,66.0,432.0,101.0,362.0,132.0,271.0,141.0,408.0,75.0
FinalStimTest/img491663.png,438.0,75.0,403.0,99.0,337.0,91.0,234.0,94.0,395.0,69.0
FinalStimTest/img493961.png,408.0,158.0,374.0,180.0,307.0,178.0,213.0,210.0,374.0,142.0
FinalStimTest/img495068.png,55.0,310.0,54.0,274.0,83.0,217.0,75.0,138.0,81.0,284.0
FinalStimTest/img496823.png,48.0,431.0,70.0,398.0,137.0,394.0,212.0,355.0,86.0,429.0
FinalStimTest/img497116.png,57.0,466.0,63.0,428.0,105.0,394.0,187.0,348.0,89.0,444.0
FinalStimTest/img497217.png,57.333,346.0,91.333,358.0,120.667,408.667,128.667,316.0,57.333,384.0
FinalStimTest/img498751.png,116.0,82.0,154.0,82.0,184.0,118.667,240.667,190.667,142.0,111.333
FinalStimTest/img499366.png,135.333,80.667,172.0,81.333,215.333,126.0,270.0,199.333,157.333,110.0
FinalStimTest/img500336.png,129.333,91.333,166.0,88.667,208.0,139.333,249.333,208.0,154.0,119.333
FinalStimTest/img503303.png,74.667,82.0,95.333,106.667,98.667,192.0,99.333,270.66700000000003,64.0,115.333
FinalStimTest/img503894.png,132.667,86.667,142.667,124.0,105.333,178.0,59.333,260.66700000000003,111.333,114.667
FinalStimTest/img505669.png,455.333,462.0,441.333,441.333,451.333,379.333,374.667,362.0,461.333,439.333
FinalStimTest/img505831.png,476.0,484.667,448.667,460.667,443.333,398.0,445.333,345.333,476.667,456.0
FinalStimTest/img507496.png,482.0,436.0,449.333,449.333,390.667,425.333,338.0,367.333,450.667,416.0
FinalStimTest/img507498.png,482.667,436.0,448.667,448.667,381.333,420.667,336.667,366.0,451.333,414.667
FinalStimTest/img508017.png,469.333,442.0,430.0,436.0,379.333,393.333,326.6670000000001,350.0,447.333,407.333
FinalStimTest/img509146.png,480.667,440.667,446.667,435.333,388.667,398.0,338.0,356.667,460.667,404.0
FinalStimTest/img509197.png,481.333,438.667,446.667,434.0,392.0,400.667,341.333,354.667,459.333,403.333
FinalStimTest/img509468.png,482.667,441.333,446.0,435.333,392.0,398.667,340.0,358.667,458.667,405.333
FinalStimTest/img510660.png,382.0,468.667,370.667,430.667,384.0,365.333,390.0,293.333,405.333,432.667
FinalStimTest/img511508.png,259.333,472.667,280.0,438.0,337.333,409.333,408.667,361.333,301.333,463.333
FinalStimTest/img511971.png,276.66700000000003,475.333,283.333,434.0,332.667,380.0,380.0,324.6670000000001,313.333,449.333
FinalStimTest/img512757.png,308.0,472.0,294.6670000000001,435.333,322.0,372.0,342.667,296.6670000000001,328.0,434.667
FinalStimTest/img513283.png,312.6670000000001,471.333,296.0,432.667,320.0,366.667,334.0,290.6670000000001,332.0,432.667
FinalStimTest/img515379.png,475.333,463.333,451.333,431.333,460.0,364.0,453.333,279.333,480.0,422.0
FinalStimTest/img515498.png,479.333,478.667,452.667,457.333,453.333,382.667,454.0,297.333,479.333,438.667
FinalStimTest/img516633.png,454.667,426.667,426.667,446.0,366.0,423.333,335.333,346.0,420.667,415.333
FinalStimTest/img517551.png,479.333,329.333,454.0,299.333,460.0,235.333,454.0,141.0,480.667,288.6670000000001
FinalStimTest/img519388.png,161.0,88.667,203.0,88.667,267.66700000000003,109.333,352.333,94.0,189.0,110.667
FinalStimTest/img519423.png,129.0,86.667,172.333,84.0,235.0,104.0,326.333,113.333,160.333,109.333
FinalStimTest/img520073.png,164.0,490.0,136.0,478.0,108.0,408.0,126.0,337.0,156.0,456.0
FinalStimTest/img521042.png,44.0,97.333,74.0,116.667,71.333,184.0,62.667,257.333,47.333,134.667
FinalStimTest/img522806.png,40.667,100.667,75.333,108.0,85.333,184.667,110.667,270.66700000000003,44.0,135.333
FinalStimTest/img524372.png,82.0,78.667,103.333,104.667,100.0,182.667,95.333,267.333,70.0,112.667
FinalStimTest/img525008.png,361.333,100.0,312.6670000000001,114.667,255.333,85.333,164.0,124.0,317.0,76.667
FinalStimTest/img525501.png,451.0,121.333,411.0,114.667,353.0,90.667,258.333,87.333,431.667,93.333
FinalStimTest/img525827.png,433.0,86.667,437.0,119.333,369.0,135.333,287.0,194.667,400.333,84.0
FinalStimTest/img529056.png,454.333,77.333,435.0,111.333,355.667,143.333,276.333,164.667,412.333,89.333
FinalStimTest/img529220.png,67.333,102.0,100.667,98.0,126.667,126.0,200.0,89.333,69.333,130.0
FinalStimTest/img529499.png,,,,,65.0,297.0,60.0,228.0,,
FinalStimTest/img529539.png,102.0,269.0,111.0,306.0,80.0,342.0,104.0,388.0,78.0,296.6670000000001
FinalStimTest/img531799.png,416.667,152.0,444.0,178.0,431.333,256.66700000000003,412.0,316.0,412.667,187.333
FinalStimTest/img531946.png,417.333,152.0,444.0,182.0,435.333,260.0,410.667,316.0,412.667,190.667
FinalStimTest/img537578.png,416.667,62.0,408.667,98.0,359.333,149.333,320.0,200.667,384.0,82.0
FinalStimTest/img538718.png,416.667,78.0,398.0,104.0,330.667,146.667,296.6670000000001,178.667,380.667,82.0
FinalStimTest/img538927.png,,,,,420.0,352.0,431.0,280.0,,
FinalStimTest/img539040.png,444.667,193.333,428.667,226.667,372.0,262.66700000000003,344.667,312.6670000000001,409.333,203.333
FinalStimTest/img539589.png,74.667,76.667,108.667,71.333,164.667,102.667,193.333,116.667,101.333,102.667
FinalStimTest/img545444.png,366.0,478.667,348.667,444.667,366.0,376.0,374.667,315.333,378.0,444.0
FinalStimTest/img548623.png,64.0,94.0,98.667,99.333,127.333,134.667,92.0,154.0,76.667,121.333
FinalStimTest/img549269.png,61.333,66.0,80.667,90.0,86.0,166.667,76.667,206.667,55.333,101.333
FinalStimTest/img549485.png,76.0,74.0,112.0,84.667,147.333,140.0,178.0,192.667,85.333,110.667
FinalStimTest/img550538.png,78.667,477.333,56.0,452.0,66.667,372.667,123.333,341.333,80.0,443.333
FinalStimTest/img553144.png,188.333,70.667,226.333,67.333,281.6670000000001,88.0,284.333,113.333,217.667,94.667
FinalStimTest/img553169.png,187.0,71.333,226.333,68.0,282.333,91.333,267.66700000000003,112.0,217.667,93.333
FinalStimTest/img553938.png,101.667,66.0,134.333,84.0,180.333,125.333,181.667,154.0,115.0,104.667
FinalStimTest/img556596.png,351.333,74.0,376.667,98.0,393.333,170.667,368.0,216.667,352.0,111.333
FinalStimTest/img557782.png,419.333,479.333,404.667,438.0,420.667,360.667,431.333,308.6670000000001,429.333,438.667
FinalStimTest/img560002.png,277.333,472.0,238.0,474.667,187.333,435.333,151.0,413.0,246.667,450.0
FinalStimTest/img562618.png,116.667,426.667,151.333,410.667,212.667,429.333,272.66700000000003,423.333,150.667,438.0
FinalStimTest/img562977.png,93.333,310.0,130.667,310.6670000000001,161.333,354.667,170.667,388.667,113.333,336.667
FinalStimTest/img563224.png,80.0,306.6670000000001,114.667,298.0,165.333,330.0,187.333,347.333,110.0,324.0
FinalStimTest/img565145.png,42.667,384.667,68.0,364.667,148.667,360.667,206.0,334.667,71.333,390.0
FinalStimTest/img565595.png,55.333,229.333,74.667,260.0,56.667,320.6670000000001,85.333,401.333,53.333,263.333
FinalStimTest/img566595.png,48.0,384.0,43.333,352.0,56.667,287.333,88.0,205.333,62.667,356.667
FinalStimTest/img567780.png,270.0,454.667,257.333,420.0,269.333,367.333,194.667,336.0,286.6670000000001,424.0
FinalStimTest/img569515.png,306.6670000000001,472.0,270.0,475.333,200.0,448.0,160.667,428.667,274.0,448.0
FinalStimTest/img570268.png,67.333,473.333,80.667,440.667,150.667,394.667,218.667,396.0,104.0,454.0
FinalStimTest/img571820.png,44.667,410.0,55.333,402.0,74.667,415.333,86.0,344.667,46.667,428.0
FinalStimTest/img572632.png,56.0,356.0,69.333,381.333,55.333,433.333,120.667,439.333,48.0,383.333
FinalStimTest/img572804.png,47.333,144.667,50.667,118.667,96.0,152.667,56.667,199.333,64.0,136.0
FinalStimTest/img573000.png,,,,,11.0,2.0,122.0,437.0,6.0,14.0
FinalStimTest/img573964.png,173.333,474.0,153.333,454.0,142.667,398.0,104.0,374.0,180.667,446.667
FinalStimTest/img575572.png,405.0,66.0,413.0,97.0,398.0,163.0,349.0,161.0,380.0,99.0
FinalStimTest/img576541.png,62.667,186.0,66.0,147.333,114.667,90.667,156.0,89.333,91.333,159.333
FinalStimTest/img577277.png,52.667,306.6670000000001,67.333,335.333,56.667,404.667,90.667,456.667,47.333,335.333
FinalStimTest/img577707.png,82.667,90.0,104.0,110.667,107.333,150.0,160.667,202.667,77.333,113.333
FinalStimTest/img578353.png,39.333,138.0,64.667,116.0,142.667,104.0,172.667,138.0,72.667,143.333
FinalStimTest/img579062.png,45.333,244.667,54.0,211.333,96.667,176.667,120.0,135.333,69.333,232.667
FinalStimTest/img580647.png,268.0,72.0,232.667,66.667,160.667,89.333,116.667,91.333,232.0,92.0
FinalStimTest/img580955.png,272.66700000000003,72.0,238.0,64.667,161.333,88.667,128.0,96.667,236.0,92.0
FinalStimTest/img581600.png,279.333,70.0,242.0,67.333,180.667,100.0,129.333,106.0,243.333,93.333
FinalStimTest/img582297.png,54.667,102.0,86.0,78.0,148.667,92.0,197.333,89.333,89.333,108.0
FinalStimTest/img582453.png,44.667,110.667,68.0,86.0,136.0,86.0,186.667,76.667,80.0,114.667
FinalStimTest/img583768.png,,,,,3.0,10.0,90.0,118.0,15.0,3.0
FinalStimTest/img586698.png,131.333,476.667,104.0,454.667,77.333,390.0,82.0,367.333,128.667,437.333
FinalStimTest/img588784.png,86.667,478.667,56.667,452.667,72.667,386.667,107.333,340.0,84.667,440.667
FinalStimTest/img591790.png,140.667,68.0,174.0,76.667,224.0,126.0,264.66700000000003,157.333,154.0,98.0
FinalStimTest/img591903.png,52.667,70.667,88.0,69.333,155.333,98.667,202.0,124.667,82.0,95.333
FinalStimTest/img592021.png,54.0,67.333,84.667,92.0,108.0,153.333,87.333,237.333,60.0,102.0
FinalStimTest/img593283.png,456.667,119.333,421.333,134.667,347.333,112.667,312.6670000000001,120.0,423.333,104.0
FinalStimTest/img593296.png,455.333,121.333,417.333,134.667,346.0,114.0,312.0,120.667,425.333,104.667
FinalStimTest/img593773.png,456.667,128.667,416.667,139.333,353.333,102.0,321.333,106.667,429.333,108.0
FinalStimTest/img594607.png,348.0,406.0,320.6670000000001,375.333,321.333,311.333,302.6670000000001,291.333,351.333,367.333
FinalStimTest/img595083.png,342.667,382.0,310.6670000000001,356.0,298.6670000000001,295.333,277.333,273.333,338.0,344.667
FinalStimTest/img595600.png,322.6670000000001,340.667,286.0,320.6670000000001,262.0,260.66700000000003,238.667,242.0,312.0,302.6670000000001
FinalStimTest/img595739.png,319.333,326.0,281.333,313.333,255.333,252.667,228.0,234.667,298.0,289.333
FinalStimTest/img597923.png,445.333,74.667,445.333,126.667,412.667,179.333,397.333,241.333,412.0,106.667
FinalStimTest/img599370.png,94.667,338.667,125.333,333.333,174.667,371.333,218.667,390.0,120.0,360.667
FinalStimTest/img600021.png,84.0,328.0,122.667,324.0,168.667,364.0,209.333,386.667,114.0,351.333
FinalStimTest/img600172.png,86.667,325.333,125.333,320.6670000000001,172.0,362.667,200.667,378.0,113.333,348.667
FinalStimTest/img600523.png,97.333,319.333,136.667,316.6670000000001,174.0,354.667,198.667,379.333,126.0,344.667
FinalStimTest/img600699.png,101.333,318.0,141.333,314.6670000000001,175.333,356.667,201.333,380.667,129.333,342.0
FinalStimTest/img601280.png,106.0,305.333,143.333,306.0,184.667,345.333,208.667,366.667,128.0,334.0
FinalStimTest/img603482.png,169.333,473.333,187.333,446.667,251.333,435.333,258.66700000000003,420.0,195.333,471.333
FinalStimTest/img603740.png,166.0,476.0,176.0,447.333,236.0,418.0,245.333,403.333,193.333,467.333
